id_,ward,beds,baths,DEN,size,parking,exposure,D_mkt,building_age,maint,price
579281,W13,1,1,YES,500-999 sqft,Yes,S,6,2,639,749000
938493,W13,1,2,No,500-999 sqft,Yes,No,24,2,449,596000
210731,W10,1,1,No,0-499 sqft,N,S,7,2,422,466000
689626,W10,1,1,YES,500-999 sqft,Yes,E,13,6,357,549000
815545,W13,2,2,No,500-999 sqft,Yes,We,20,2,851,1130000
106906,W10,2,2,No,500-999 sqft,Yes,S,11,4,817,786000
943161,W13,2,2,No,1000-1499 sqft,Yes,No,21,2,1345,1563000
168313,W11,2,3,No,500-999 sqft,Yes,No,30,5,500,762000
753639,W10,1,1,YES,1000-1499 sqft,Yes,S,40,29,564,1003000
136165,W11,1,1,YES,500-999 sqft,N,No,14,0,861,769000
854764,W11,1,1,No,500-999 sqft,N,S,7,5,493,571000
490379,W11,2,3,YES,500-999 sqft,N,S,6,4,636,917000
338967,W10,1,2,YES,1000-1499 sqft,N,No,2,9,610,1017000
783597,W10,1,1,YES,0-499 sqft,N,No,1,8,540,561000
358221,W13,2,2,YES,2000-2499 sqft,Yes,S,2,2,2182,3254000
550863,W13,2,2,No,1000-1499 sqft,Yes,S,8,2,1083,1261000
621568,W11,1,2,No,1000-1499 sqft,N,S,8,17,1008,1337000
153759,W10,2,2,YES,1000-1499 sqft,Yes,No,0,4,2610,2069000
386397,W10,2,3,No,500-999 sqft,Yes,No,5,4,587,788000
978982,W10,2,2,No,1000-1499 sqft,N,No,41,11,844,1289000
566298,W13,2,1,No,500-999 sqft,Yes,No,15,7,1139,851000
964722,W10,1,1,No,1000-1499 sqft,Yes,No,9,26,1064,846000
175094,W13,1,1,No,0-499 sqft,Yes,E,7,2,342,394000
268576,W10,2,2,No,1000-1499 sqft,N,No,7,4,998,1116000
455684,W10,2,3,No,500-999 sqft,Yes,We,8,4,566,804000
330500,W10,0,1,No,0-499 sqft,N,S,2,14,259,440000
756567,W11,1,1,No,500-999 sqft,Yes,S,3,12,776,890000
105689,W10,1,1,No,1000-1499 sqft,Yes,E,6,24,771,923000
301224,W13,2,2,YES,2000-2499 sqft,Yes,No,9,4,3261,2834000
167923,W11,2,2,No,2000-2499 sqft,Yes,S,3,12,1467,2036000
998071,W13,2,2,No,1000-1499 sqft,Yes,No,13,6,632,799000
496526,W13,2,2,No,1000-1499 sqft,Yes,We,8,17,1626,2031000
198689,W13,1,1,YES,0-499 sqft,N,No,0,6,715,710000
207284,W10,1,1,No,500-999 sqft,N,No,8,8,597,430000
889130,W10,2,2,YES,1500-1999 sqft,N,E,11,4,1227,2024000
298192,W10,3,2,No,1000-1499 sqft,N,S,10,18,811,1223000
721192,W13,2,2,No,500-999 sqft,Yes,No,11,7,643,768000
459770,W11,1,1,No,0-499 sqft,N,We,29,16,357,508000
923443,W13,2,2,No,1000-1499 sqft,Yes,No,17,15,1197,1518000
812519,W10,1,1,No,500-999 sqft,N,No,7,32,591,759000
762271,W10,2,2,YES,500-999 sqft,N,No,39,8,454,660000
535264,W11,1,1,No,500-999 sqft,Yes,We,10,10,363,539000
459918,W10,2,2,YES,1000-1499 sqft,Yes,We,18,2,914,1253000
419385,W11,1,2,No,500-999 sqft,N,No,6,2,539,804000
942266,W10,1,1,No,0-499 sqft,N,We,5,1,341,487000
329840,W10,1,2,No,0-499 sqft,Yes,E,9,14,303,474000
707806,W10,2,2,No,500-999 sqft,Yes,No,28,14,717,720000
523643,W10,2,1,No,0-499 sqft,N,S,5,23,510,587000
409206,W10,2,2,YES,1000-1499 sqft,N,S,15,13,888,984000
725933,W10,1,1,No,0-499 sqft,Yes,S,1,4,497,614000
689253,W10,2,2,YES,500-999 sqft,N,S,2,8,949,1299000
639739,W11,1,1,YES,500-999 sqft,Yes,S,17,11,987,866000
971393,W10,2,3,No,1000-1499 sqft,N,S,3,6,1284,1592000
852894,W10,2,2,YES,500-999 sqft,N,S,5,1,569,794000
120297,W10,0,1,No,0-499 sqft,Yes,S,22,16,456,563000
606294,W13,2,3,YES,500-999 sqft,N,S,3,11,633,599000
891151,W10,2,2,YES,1000-1499 sqft,Yes,E,7,11,1065,1482000
187297,W11,1,1,No,500-999 sqft,Yes,No,2,2,481,643000
668664,W10,2,2,No,500-999 sqft,N,E,10,3,718,898000
279772,W10,1,1,YES,500-999 sqft,N,S,3,6,522,752000
743550,W13,2,1,No,1000-1499 sqft,Yes,We,6,37,1247,1316000
862383,W10,3,2,No,500-999 sqft,Yes,E,41,6,516,788000
271322,W10,2,1,YES,1000-1499 sqft,N,We,6,3,736,824000
846895,W10,3,2,No,500-999 sqft,Yes,S,10,3,975,740000
707366,W13,1,1,No,0-499 sqft,Yes,E,1,8,522,474000
715877,W10,2,2,YES,500-999 sqft,N,No,1,1,506,768000
615331,W13,1,1,No,0-499 sqft,N,E,12,1,482,611000
635107,W11,1,1,YES,500-999 sqft,N,No,11,4,540,740000
399407,W10,2,3,No,500-999 sqft,Yes,E,8,17,577,824000
414084,W10,3,2,No,1000-1499 sqft,N,No,28,12,943,1252000
611191,W11,1,1,YES,500-999 sqft,N,E,33,5,899,610000
342411,W11,1,1,YES,500-999 sqft,Yes,No,13,4,621,631000
345247,W10,1,1,No,0-499 sqft,Yes,No,9,20,383,520000
418109,W10,1,1,YES,0-499 sqft,N,We,1,6,411,513000
407948,W10,3,2,No,1000-1499 sqft,N,No,7,4,993,1461000
266912,W10,1,1,YES,500-999 sqft,N,No,11,6,879,920000
225155,W11,1,1,YES,500-999 sqft,Yes,E,5,18,660,938000
533532,W10,1,1,YES,500-999 sqft,Yes,No,2,16,437,553000
926656,W13,2,2,No,1500-1999 sqft,Yes,No,2,3,1011,1309000
294312,W11,1,1,YES,500-999 sqft,Yes,S,16,1,364,633000
575049,W10,1,1,No,0-499 sqft,Yes,We,18,17,390,456000
735277,W10,2,2,YES,4000+ sqft,N,E,2,30,5022,5688000
551963,W10,1,1,No,500-999 sqft,N,No,30,2,905,676000
464041,W10,1,1,No,0-499 sqft,N,We,19,4,462,677000
922937,W10,3,2,No,2000-2499 sqft,N,S,15,10,1438,2233000
470369,W10,1,1,YES,500-999 sqft,N,No,1,7,490,626000
624283,W10,1,2,YES,0-499 sqft,N,S,18,10,523,649000
257176,W10,2,2,No,1000-1499 sqft,N,No,42,11,957,1115000
329104,W11,2,1,No,500-999 sqft,Yes,No,21,4,578,724000
407239,W13,1,1,No,1000-1499 sqft,N,S,1,8,1157,1398000
817652,W13,3,2,No,500-999 sqft,Yes,E,3,12,622,828000
610035,W11,2,2,No,500-999 sqft,N,S,19,11,474,640000
905963,W13,1,1,No,500-999 sqft,Yes,S,1,9,544,650000
987684,W11,2,2,No,1000-1499 sqft,Yes,We,0,2,671,1160000
393215,W11,2,1,No,1500-1999 sqft,N,No,16,14,814,1027000
454989,W13,1,1,No,0-499 sqft,Yes,S,18,8,252,393000
866448,W13,0,1,No,0-499 sqft,Yes,S,10,11,329,381000
862798,W10,2,2,YES,2000-2499 sqft,Yes,S,16,2,1895,2024000
807087,W13,2,2,No,500-999 sqft,Yes,S,24,10,479,506000
185660,W13,1,1,No,0-499 sqft,Yes,S,7,7,421,314000
192130,W13,1,1,No,0-499 sqft,Yes,We,13,6,368,473000
468591,W10,1,1,YES,500-999 sqft,N,S,0,37,676,810000
319917,W10,1,1,YES,500-999 sqft,N,S,9,21,434,553000
724439,W11,1,1,No,500-999 sqft,Yes,S,2,3,587,641000
434183,W13,3,2,No,1000-1499 sqft,N,No,16,6,1730,1827000
935221,W13,2,3,YES,500-999 sqft,N,We,16,1,921,880000
590479,W13,3,2,No,1000-1499 sqft,Yes,We,17,29,1145,1194000
236275,W11,2,2,No,500-999 sqft,Yes,No,1,6,518,785000
743464,W13,1,1,YES,0-499 sqft,Yes,No,25,7,301,405000
227380,W10,1,1,YES,0-499 sqft,N,S,4,4,402,540000
942995,W10,2,2,No,500-999 sqft,Yes,No,8,7,985,790000
805068,W10,2,2,No,500-999 sqft,Yes,S,19,8,970,973000
992109,W13,0,1,No,0-499 sqft,N,S,11,28,222,317000
783813,W13,2,2,No,1500-1999 sqft,Yes,S,12,11,2019,2475000
590362,W10,1,1,No,0-499 sqft,N,S,7,1,298,406000
531228,W13,3,2,No,1000-1499 sqft,Yes,No,34,58,1102,1433000
791948,W10,1,1,No,500-999 sqft,Yes,S,25,1,469,650000
731572,W13,2,2,YES,3000-3499 sqft,Yes,S,7,14,2465,2472000
427369,W10,3,2,No,500-999 sqft,Yes,E,1,4,506,691000
375685,W10,1,1,YES,500-999 sqft,Yes,S,17,17,924,639000
972029,W13,1,1,No,0-499 sqft,Yes,We,16,11,396,514000
714789,W10,0,1,No,0-499 sqft,Yes,E,7,0,278,464000
117411,W10,1,1,No,500-999 sqft,Yes,We,46,21,540,860000
612270,W11,1,1,YES,500-999 sqft,Yes,No,29,1,566,691000
742045,W10,1,1,No,0-499 sqft,N,S,13,4,405,491000
684495,W13,2,2,No,2500-2999 sqft,Yes,S,7,19,1808,2395000
350036,W13,1,2,No,0-499 sqft,N,S,9,2,231,394000
571848,W11,1,1,No,500-999 sqft,Yes,S,11,0,642,838000
594423,W13,2,2,YES,1000-1499 sqft,N,No,6,11,1189,1721000
149135,W13,2,2,No,1000-1499 sqft,N,We,5,3,1100,1322000
348008,W10,1,1,YES,1000-1499 sqft,Yes,No,8,4,1124,1018000
658423,W13,2,2,No,1000-1499 sqft,N,E,51,9,1035,1646000
669681,W10,2,2,No,500-999 sqft,N,S,2,8,1178,901000
407431,W10,1,1,No,500-999 sqft,N,S,41,34,515,552000
385080,W13,1,1,YES,0-499 sqft,Yes,We,2,13,389,515000
736579,W10,2,2,No,500-999 sqft,N,S,7,1,561,887000
213851,W13,2,2,YES,500-999 sqft,Yes,S,22,5,477,760000
796735,W13,1,1,YES,500-999 sqft,Yes,We,0,15,507,749000
736561,W10,1,1,No,500-999 sqft,N,We,26,0,311,519000
513006,W11,2,2,No,500-999 sqft,Yes,No,1,9,495,821000
657599,W13,2,2,No,500-999 sqft,Yes,S,24,10,1174,1510000
670850,W13,1,1,No,0-499 sqft,N,No,83,3,343,426000
258760,W10,1,1,YES,500-999 sqft,N,S,2,1,507,745000
891693,W13,1,1,No,500-999 sqft,N,S,18,18,561,756000
294712,W10,1,1,YES,500-999 sqft,Yes,We,12,14,505,695000
234680,W13,2,2,No,0-499 sqft,Yes,No,17,2,404,506000
770019,W10,2,2,YES,500-999 sqft,Yes,No,21,17,721,841000
712804,W11,2,2,No,1000-1499 sqft,Yes,S,3,1,722,1010000
760158,W13,1,1,YES,500-999 sqft,Yes,We,26,1,565,818000
914757,W13,2,3,No,500-999 sqft,Yes,E,1,1,828,962000
125371,W13,1,1,No,0-499 sqft,Yes,S,0,4,351,510000
710621,W10,2,2,No,500-999 sqft,Yes,E,21,19,549,614000
601423,W11,1,1,YES,500-999 sqft,N,S,7,2,507,686000
749104,W10,1,2,No,500-999 sqft,Yes,S,41,5,644,900000
900619,W10,2,2,No,1000-1499 sqft,N,No,14,3,819,1053000
958471,W13,2,2,YES,1500-1999 sqft,Yes,E,5,4,1009,1641000
904280,W13,1,1,No,0-499 sqft,N,We,0,12,414,409000
123612,W13,1,1,YES,0-499 sqft,Yes,S,22,7,548,521000
688882,W10,2,2,No,1000-1499 sqft,N,We,0,2,999,1210000
172901,W10,1,1,YES,500-999 sqft,Yes,S,12,9,985,798000
831415,W10,2,2,YES,500-999 sqft,Yes,S,169,12,483,716000
380625,W10,2,2,YES,5500-3999 sqft,Yes,No,1,37,1651,2851000
799161,W10,1,1,YES,500-999 sqft,Yes,S,26,13,565,857000
275971,W10,1,2,YES,500-999 sqft,N,S,11,25,550,841000
858949,W13,1,1,YES,500-999 sqft,Yes,No,43,4,464,748000
682006,W13,2,2,YES,1500-1999 sqft,N,No,21,9,1353,1403000
944427,W11,2,2,YES,1500-1999 sqft,Yes,No,0,55,1098,1350000
857106,W10,3,2,YES,1500-1999 sqft,N,We,3,8,1003,1627000
239293,W11,1,1,No,0-499 sqft,N,E,13,6,460,551000
926239,W10,2,1,YES,500-999 sqft,N,S,16,12,900,847000
210296,W11,1,1,YES,500-999 sqft,Yes,S,5,3,621,669000
403104,W13,1,1,YES,500-999 sqft,N,S,3,0,264,452000
531942,W13,2,1,YES,1000-1499 sqft,N,No,9,4,867,1171000
937914,W10,1,1,YES,500-999 sqft,Yes,E,8,12,656,696000
786619,W10,2,1,No,2000-2499 sqft,N,S,9,24,1482,2446000
917029,W10,0,1,No,500-999 sqft,N,S,7,10,352,551000
590239,W13,2,1,YES,1000-1499 sqft,Yes,No,6,37,903,1114000
711951,W13,2,2,No,0-499 sqft,Yes,No,13,23,538,657000
872679,W10,1,1,YES,0-499 sqft,Yes,E,4,9,377,621000
466233,W13,1,1,No,0-499 sqft,Yes,No,0,13,252,322000
693720,W10,1,1,No,500-999 sqft,Yes,No,25,5,786,554000
676928,W11,2,2,YES,1500-1999 sqft,Yes,S,13,2,1050,1462000
980214,W11,2,2,YES,1000-1499 sqft,Yes,No,32,11,1750,1418000
492356,W13,2,2,No,500-999 sqft,N,We,11,11,655,610000
457205,W10,2,2,No,1500-1999 sqft,Yes,No,12,19,2078,1674000
180049,W10,1,1,YES,1000-1499 sqft,Yes,We,4,12,979,975000
259403,W11,1,2,No,500-999 sqft,N,S,9,9,609,665000
914014,W11,1,1,YES,1000-1499 sqft,Yes,No,9,5,965,1277000
837033,W10,2,1,No,1000-1499 sqft,Yes,E,3,2,984,1255000
901590,W11,2,2,No,500-999 sqft,Yes,We,12,13,657,596000
387561,W13,1,1,No,500-999 sqft,N,No,0,13,593,580000
573757,W13,2,2,No,0-499 sqft,Yes,E,14,4,400,542000
894899,W10,1,1,No,0-499 sqft,N,S,1,6,328,466000
161979,W13,1,1,No,500-999 sqft,Yes,S,20,33,489,669000
447642,W10,2,2,YES,500-999 sqft,N,S,5,6,442,713000
848131,W10,2,2,YES,500-999 sqft,Yes,No,22,1,598,948000
624108,W11,1,1,No,500-999 sqft,Yes,S,1,2,677,670000
719636,W10,1,1,YES,0-499 sqft,N,We,11,8,736,616000
806521,W13,2,2,No,1000-1499 sqft,Yes,S,15,7,707,652000
315652,W11,1,1,No,500-999 sqft,N,S,5,23,668,676000
976829,W13,2,2,YES,2000-2499 sqft,N,No,3,2,1240,2065000
199618,W13,0,1,No,0-499 sqft,N,No,12,5,363,435000
311094,W11,2,2,YES,500-999 sqft,Yes,E,14,5,861,1238000
499864,W13,1,1,YES,1000-1499 sqft,N,No,8,15,795,743000
885390,W10,1,1,YES,500-999 sqft,Yes,S,4,1,617,616000
162542,W10,1,1,YES,500-999 sqft,N,We,0,2,860,727000
581677,W13,3,3,No,1000-1499 sqft,N,S,27,4,1378,1214000
800674,W10,2,2,No,2000-2499 sqft,N,E,6,6,2577,2218000
447630,W11,1,1,No,500-999 sqft,N,No,3,46,557,817000
305318,W13,1,1,YES,500-999 sqft,Yes,No,0,0,721,942000
287632,W10,1,1,YES,500-999 sqft,Yes,No,13,0,526,767000
668378,W13,2,2,No,1000-1499 sqft,N,No,4,6,845,1045000
417583,W11,1,1,YES,500-999 sqft,Yes,No,8,12,627,723000
620850,W13,2,2,No,500-999 sqft,N,We,19,22,440,583000
319833,W11,1,1,No,0-499 sqft,Yes,No,19,2,603,607000
291246,W11,3,2,No,500-999 sqft,Yes,E,17,2,715,796000
123216,W10,1,1,No,0-499 sqft,N,No,34,18,515,416000
407337,W13,1,1,YES,500-999 sqft,N,No,11,18,501,546000
130687,W13,2,3,No,500-999 sqft,Yes,E,20,26,786,863000
279429,W11,1,1,No,0-499 sqft,Yes,S,15,23,535,551000
504433,W10,1,1,No,500-999 sqft,Yes,S,42,4,649,926000
204527,W10,2,2,No,1000-1499 sqft,N,S,14,7,987,848000
721404,W13,1,2,YES,500-999 sqft,N,E,32,30,710,727000
627804,W13,1,1,YES,500-999 sqft,N,No,55,2,916,810000
399573,W13,1,1,YES,500-999 sqft,N,No,11,5,579,931000
267966,W13,1,1,No,0-499 sqft,N,S,7,3,583,602000
309870,W13,1,1,No,0-499 sqft,N,No,0,10,310,415000
376898,W11,2,2,YES,500-999 sqft,N,E,4,28,641,759000
327946,W10,2,2,YES,1500-1999 sqft,Yes,S,27,30,843,1173000
430552,W13,2,2,No,500-999 sqft,N,S,8,1,1213,1143000
525967,W11,1,1,YES,500-999 sqft,N,S,31,42,640,817000
895972,W10,0,1,No,500-999 sqft,Yes,We,10,18,402,551000
529046,W11,1,1,No,500-999 sqft,Yes,We,3,3,396,650000
201355,W10,2,2,No,0-499 sqft,Yes,S,8,3,391,571000
136430,W13,1,1,YES,500-999 sqft,N,No,2,12,411,475000
144023,W10,2,2,No,0-499 sqft,Yes,No,1,1,454,564000
723274,W10,1,1,No,500-999 sqft,Yes,S,6,10,670,748000
979916,W10,2,2,YES,500-999 sqft,N,No,25,62,1248,1303000
860514,W10,2,2,No,2000-2499 sqft,Yes,S,8,4,1223,1649000
987021,W10,1,1,YES,0-499 sqft,Yes,S,19,0,746,646000
861985,W10,1,1,YES,0-499 sqft,Yes,We,38,22,297,511000
447615,W10,2,1,No,0-499 sqft,Yes,No,4,5,364,516000
212674,W13,1,1,No,500-999 sqft,Yes,We,9,9,541,763000
398319,W11,2,2,No,2500-2999 sqft,Yes,No,3,14,2294,2113000
894646,W11,1,2,No,500-999 sqft,Yes,We,3,21,407,560000
444832,W11,2,2,No,500-999 sqft,Yes,We,6,3,1259,1257000
525960,W10,1,1,YES,500-999 sqft,Yes,No,22,9,821,1098000
687469,W13,1,1,No,500-999 sqft,Yes,We,11,10,600,646000
702448,W13,1,1,YES,500-999 sqft,Yes,S,12,11,396,588000
238833,W13,1,1,YES,500-999 sqft,Yes,We,1,1,371,739000
930033,W10,2,2,YES,500-999 sqft,Yes,S,4,6,681,759000
416259,W10,3,2,No,2500-2999 sqft,N,No,4,24,2215,2687000
783266,W11,1,1,No,500-999 sqft,N,No,4,4,467,774000
863430,W10,1,1,YES,0-499 sqft,Yes,No,2,3,353,584000
800735,W13,2,2,No,1000-1499 sqft,N,S,10,0,772,1107000
953479,W10,2,2,No,500-999 sqft,Yes,S,7,16,430,705000
773296,W13,2,2,No,1000-1499 sqft,N,E,53,1,1162,1494000
245330,W11,2,2,No,500-999 sqft,Yes,S,78,5,489,678000
698440,W13,1,1,YES,500-999 sqft,Yes,S,9,10,376,597000
854565,W13,1,1,YES,500-999 sqft,Yes,S,9,10,547,544000
976101,W11,1,1,No,500-999 sqft,N,E,0,11,474,808000
288612,W13,2,2,No,1000-1499 sqft,N,E,13,13,1043,1075000
135819,W13,0,1,No,0-499 sqft,N,We,29,16,441,407000
455261,W11,1,1,YES,1000-1499 sqft,Yes,S,1,17,1085,1065000
425049,W13,1,1,No,0-499 sqft,N,E,16,8,432,403000
281850,W13,1,1,No,500-999 sqft,N,No,12,36,502,683000
347196,W13,0,1,No,0-499 sqft,N,No,21,1,290,419000
997071,W11,2,2,YES,500-999 sqft,N,No,6,13,459,815000
514959,W10,2,2,No,1000-1499 sqft,N,No,6,4,848,1185000
677892,W10,1,2,No,500-999 sqft,Yes,S,6,28,661,721000
883027,W11,1,1,YES,500-999 sqft,Yes,S,2,8,551,813000
733570,W10,1,1,YES,500-999 sqft,N,No,23,1,819,890000
292039,W13,0,1,No,0-499 sqft,N,S,11,7,265,371000
462397,W10,1,1,No,0-499 sqft,N,We,1,7,278,448000
604857,W13,1,1,No,0-499 sqft,N,E,40,5,326,473000
826001,W10,2,3,No,500-999 sqft,N,No,12,4,657,854000
757310,W10,1,1,No,500-999 sqft,Yes,We,17,1,428,569000
277837,W10,1,1,No,0-499 sqft,N,S,4,9,334,434000
981015,W13,2,2,No,500-999 sqft,N,No,2,20,400,562000
454337,W10,1,1,YES,500-999 sqft,Yes,We,1,5,461,523000
899741,W10,2,3,No,500-999 sqft,Yes,S,8,34,712,973000
155270,W10,1,1,YES,500-999 sqft,Yes,S,17,11,766,957000
696825,W13,1,1,No,500-999 sqft,N,S,8,3,464,395000
969925,W11,1,1,YES,500-999 sqft,N,We,20,5,341,562000
653110,W13,2,2,No,500-999 sqft,Yes,S,9,6,539,685000
575936,W10,1,1,YES,500-999 sqft,N,S,5,59,572,628000
458952,W13,0,1,No,0-499 sqft,N,No,46,24,385,475000
792432,W10,2,1,YES,1000-1499 sqft,Yes,No,36,2,1465,1361000
977305,W10,1,1,YES,500-999 sqft,N,E,11,59,391,632000
467254,W11,2,2,YES,1500-1999 sqft,Yes,S,24,0,2244,1935000
455355,W10,2,2,No,1000-1499 sqft,N,E,2,7,1564,1670000
565007,W10,1,1,YES,500-999 sqft,Yes,E,1,19,929,910000
161860,W13,1,1,No,0-499 sqft,Yes,No,10,5,399,378000
796606,W10,1,1,No,500-999 sqft,Yes,No,15,4,514,550000
753727,W10,1,1,YES,500-999 sqft,Yes,S,1,28,522,670000
150658,W13,1,1,No,0-499 sqft,N,We,8,3,300,520000
230938,W10,1,1,YES,0-499 sqft,Yes,No,23,6,407,546000
867020,W10,1,1,No,500-999 sqft,Yes,S,15,17,706,1025000
530113,W10,1,1,No,500-999 sqft,Yes,S,9,4,799,934000
721279,W10,1,1,YES,500-999 sqft,Yes,S,8,42,634,881000
955560,W13,1,1,No,500-999 sqft,Yes,No,13,8,564,639000
578706,W10,2,3,YES,500-999 sqft,Yes,S,64,1,495,718000
541832,W11,1,1,YES,1000-1499 sqft,N,S,5,2,874,986000
437946,W10,1,1,No,500-999 sqft,N,E,19,5,569,695000
510721,W13,1,1,YES,0-499 sqft,N,No,48,4,255,394000
885919,W10,2,2,No,500-999 sqft,Yes,S,10,7,553,834000
591000,W10,3,3,No,1000-1499 sqft,Yes,S,73,25,964,1222000
959425,W10,1,1,YES,500-999 sqft,N,S,1,13,601,787000
911026,W10,1,1,YES,500-999 sqft,Yes,No,59,5,496,700000
672373,W10,1,1,No,0-499 sqft,N,S,58,4,405,573000
852576,W13,1,1,No,0-499 sqft,Yes,We,21,19,339,387000
993161,W11,3,2,No,1000-1499 sqft,Yes,S,14,22,1410,1657000
178862,W10,2,2,No,500-999 sqft,N,No,4,6,1290,1307000
303456,W10,1,2,YES,500-999 sqft,Yes,S,29,4,453,612000
975487,W10,0,1,No,500-999 sqft,Yes,S,2,4,311,452000
396483,W13,0,1,No,0-499 sqft,Yes,No,3,29,382,434000
274188,W13,1,1,No,500-999 sqft,N,We,21,6,520,562000
598121,W11,1,1,YES,500-999 sqft,N,E,34,0,548,671000
132404,W13,3,2,No,500-999 sqft,Yes,We,10,1,472,749000
348924,W10,3,2,No,1000-1499 sqft,Yes,S,4,3,835,923000
546771,W10,1,1,No,0-499 sqft,Yes,S,8,7,271,464000
405442,W10,1,2,No,500-999 sqft,N,No,3,2,949,868000
594526,W10,2,2,No,1000-1499 sqft,N,No,3,16,610,801000
355820,W11,1,1,No,500-999 sqft,N,No,13,7,417,582000
842017,W13,2,2,No,0-499 sqft,Yes,S,8,2,286,544000
901581,W10,2,2,YES,500-999 sqft,Yes,No,0,17,740,686000
298408,W13,1,2,No,0-499 sqft,N,S,6,4,189,321000
320508,W13,2,2,YES,500-999 sqft,N,We,46,8,606,733000
527140,W10,1,1,No,500-999 sqft,Yes,No,0,4,552,745000
336102,W10,2,2,No,500-999 sqft,Yes,S,7,0,865,1067000
458105,W13,1,1,No,0-499 sqft,Yes,S,15,3,351,335000
280877,W10,1,1,No,0-499 sqft,N,S,26,18,263,417000
782652,W10,1,1,YES,0-499 sqft,N,S,0,13,704,750000
505013,W11,3,2,No,1000-1499 sqft,Yes,S,36,0,1033,1431000
452557,W13,2,2,No,2000-2499 sqft,Yes,S,9,8,2057,2371000
317896,W13,2,2,No,1500-1999 sqft,Yes,E,12,2,1176,1748000
413242,W13,1,1,No,0-499 sqft,N,S,11,3,275,429000
883379,W11,1,1,No,1500-1999 sqft,Yes,S,10,17,727,865000
315610,W11,1,1,No,500-999 sqft,Yes,No,5,5,620,638000
577270,W10,1,1,No,500-999 sqft,Yes,E,54,34,600,724000
836247,W13,3,2,No,500-999 sqft,N,S,11,2,616,661000
809189,W10,1,1,No,0-499 sqft,N,S,2,5,355,610000
154232,W13,3,3,YES,1500-1999 sqft,Yes,No,2,18,2308,1950000
908363,W10,1,1,No,0-499 sqft,Yes,We,28,12,533,520000
911653,W10,2,2,YES,500-999 sqft,Yes,No,13,27,693,1103000
341307,W11,1,1,No,500-999 sqft,Yes,S,5,12,946,1222000
440751,W10,2,3,No,2000-2499 sqft,N,No,15,7,1894,2296000
440250,W11,2,2,No,500-999 sqft,N,We,11,3,709,731000
315334,W10,1,1,YES,500-999 sqft,Yes,S,79,7,965,844000
594271,W10,1,1,YES,500-999 sqft,Yes,No,13,7,550,780000
511864,W13,2,2,YES,500-999 sqft,Yes,S,0,2,535,681000
740079,W13,2,2,No,0-499 sqft,N,S,1,19,460,497000
328707,W13,3,2,No,500-999 sqft,N,S,6,8,491,792000
838199,W10,1,1,YES,0-499 sqft,N,We,10,28,483,487000
502437,W13,3,3,No,500-999 sqft,Yes,S,13,7,547,794000
288805,W13,0,1,No,0-499 sqft,Yes,E,31,18,367,446000
141930,W10,1,1,YES,1000-1499 sqft,N,No,5,3,1004,1030000
771572,W10,0,1,No,500-999 sqft,Yes,No,7,23,298,455000
947056,W13,2,1,No,500-999 sqft,Yes,No,10,9,1438,1132000
614793,W13,2,3,No,500-999 sqft,N,No,28,10,648,632000
227632,W13,1,1,No,500-999 sqft,Yes,S,15,14,648,749000
461421,W10,1,1,YES,500-999 sqft,N,S,12,47,630,593000
892976,W10,1,1,YES,500-999 sqft,Yes,E,29,4,519,744000
852451,W11,1,1,YES,1000-1499 sqft,Yes,We,1,19,1107,936000
566243,W10,1,1,YES,500-999 sqft,Yes,No,2,2,766,727000
730794,W10,1,1,YES,0-499 sqft,Yes,S,37,14,368,502000
916003,W10,3,3,No,500-999 sqft,Yes,S,27,4,1510,1290000
597555,W11,1,1,YES,500-999 sqft,N,No,5,10,691,859000
526872,W10,1,2,YES,500-999 sqft,Yes,No,2,27,497,866000
794289,W11,2,1,YES,2000-2499 sqft,Yes,S,42,15,1553,2035000
360995,W10,3,2,No,500-999 sqft,N,No,23,4,771,1102000
203352,W10,1,1,YES,500-999 sqft,Yes,S,14,13,520,741000
647912,W11,1,1,No,0-499 sqft,N,S,33,2,944,538000
667697,W13,2,2,No,500-999 sqft,N,S,33,2,471,506000
693977,W13,1,1,YES,0-499 sqft,Yes,No,18,9,685,563000
744621,W11,0,1,No,500-999 sqft,Yes,S,3,37,404,514000
495431,W10,2,2,YES,1000-1499 sqft,N,No,20,7,1129,1225000
417688,W10,2,3,No,1000-1499 sqft,N,No,30,6,968,1107000
845411,W10,1,1,YES,500-999 sqft,Yes,No,9,18,326,501000
218169,W13,1,1,No,500-999 sqft,Yes,E,0,3,863,1024000
742603,W13,2,2,No,500-999 sqft,N,No,19,1,435,735000
362417,W10,2,2,YES,2000-2499 sqft,N,S,26,5,1686,2199000
918265,W10,1,1,YES,500-999 sqft,Yes,No,0,0,364,585000
383220,W13,2,2,No,1500-1999 sqft,Yes,S,20,17,1444,2056000
160305,W11,1,1,YES,1000-1499 sqft,Yes,S,2,20,543,841000
486451,W13,1,1,YES,500-999 sqft,Yes,S,36,8,479,659000
834394,W13,1,1,No,0-499 sqft,Yes,We,0,7,615,534000
990781,W11,1,1,No,500-999 sqft,N,No,1,8,408,550000
957901,W10,1,1,No,0-499 sqft,N,S,20,6,386,414000
121563,W13,1,1,No,500-999 sqft,Yes,S,4,6,550,840000
282959,W10,2,3,No,0-499 sqft,Yes,We,45,20,612,779000
539114,W13,1,1,No,500-999 sqft,N,No,14,8,513,709000
809344,W10,1,1,YES,0-499 sqft,N,S,3,1,631,840000
